BASE	TYPE	NAME	1	2	3	4	5	6	7	8	9	10	11	12	13		order
BOW	PREFIX	#% increased Elemental Damage with Attacks	500	500	500	500	500	500									548
BOW	PREFIX	#% increased Physical Damage	25	50	100	200	400	1000	1000	1000							549
BOW	PREFIX	#% increased Physical Damage, # to Accuracy Rating	100	200	400	600	1000	1000	1000	1000							550
BOW	PREFIX	# to Accuracy Rating	100	200	300	600	600	800	800	800	800	800					551
BOW	PREFIX	Adds # to # Cold Damage	80	200	320	480	800	800	800	800	800	800					552
BOW	PREFIX	Adds # to # Fire Damage	80	200	320	480	800	800	800	800	800	800					553
BOW	PREFIX	Adds # to # Lightning Damage	120	300	480	720	1200	1200	1200	1200	1200	1200					554
BOW	PREFIX	Adds # to # Physical Damage	100	200	400	600	1000	1000	1000	1000	1000						555
BOW	SUFFIX	#% increased Attack Speed	400	500	1000	1000	1000										556
BOW	SUFFIX	# to Accuracy Rating, #% increased Light Radius	1000	1000	1000												557
BOW	SUFFIX	#% reduced Attribute Requirements	1000	1000	1000	1000	1000										558
BOW	SUFFIX	# to Dexterity	1000	1000	1000	1000	1000	1000	1000	1000							559
BOW	SUFFIX	# to Level of all Projectile Skills	100	250	500	750	1000										560
BOW	SUFFIX	#% to Critical Damage Bonus	125	250	500	1000	1000	1000									561
BOW	SUFFIX	#% to Critical Hit Chance	125	250	500	1000	1000	1000									562
BOW	SUFFIX	#% Surpassing chance to fire an additional Arrow	125	200	300	400											563
BOW	SUFFIX	Gain # Life per Enemy Killed	750	750	750	750	750	750	750	750							564
BOW	SUFFIX	Gain # Mana per Enemy Killed	750	750	750	750	750	750	750	750							565
BOW	SUFFIX	Grants # Life per Enemy Hit	1000	1000	1000	1000											566
BOW	SUFFIX	Leeches #% of Physical Damage as Life	1000	1000	1000	1000											567
BOW	SUFFIX	Leeches #% of Physical Damage as Mana	1000	1000	1000	1000											568
WARSTAFF	PREFIX	#% increased Elemental Damage with Attacks	500	500	500	500	500	500									569
WARSTAFF	PREFIX	#% increased Physical Damage	25	50	100	200	400	1000	1000	1000							570
WARSTAFF	PREFIX	#% increased Physical Damage, # to Accuracy Rating	100	200	400	600	1000	1000	1000	1000							571
WARSTAFF	PREFIX	# to Accuracy Rating	200	300	600	600	800	800	800	800	800						572
WARSTAFF	PREFIX	Adds # to # Cold Damage	90	225	360	540	900	900	900	900	900	900					573
WARSTAFF	PREFIX	Adds # to # Fire Damage	80	200	320	480	800	800	800	800	800	800					574
WARSTAFF	PREFIX	Adds # to # Lightning Damage	110	275	440	660	1100	1100	1100	1100	1100	1100					575
WARSTAFF	PREFIX	Adds # to # Physical Damage	100	200	400	600	1000	1000	1000	1000	1000						576
WARSTAFF	SUFFIX	#% increased Attack Speed	100	200	500	500	1000	1000	1000	1000							577
WARSTAFF	SUFFIX	# to Accuracy Rating, #% increased Light Radius	1000	1000	1000												578
WARSTAFF	SUFFIX	#% increased Stun Duration	1000	1000	1000	1000	1000	1000									579
WARSTAFF	SUFFIX	#% reduced Attribute Requirements	1000	1000	1000	1000	1000										580
WARSTAFF	SUFFIX	# to Dexterity	750	750	750	750	750	750	750	750							581
WARSTAFF	SUFFIX	# to Intelligence	250	250	250	250	250	250	250	250							582
WARSTAFF	SUFFIX	# to Level of all Melee Skills	100	250	500	750	1000										583
WARSTAFF	SUFFIX	#% to Critical Damage Bonus	125	250	500	1000	1000	1000									584
WARSTAFF	SUFFIX	#% to Critical Hit Chance	125	250	500	1000	1000	1000									585
WARSTAFF	SUFFIX	Causes #% increased Stun Buildup	1000	1000	1000	1000	1000	1000									586
WARSTAFF	SUFFIX	Gain # Life per Enemy Killed	750	750	750	750	750	750	750	750							587
WARSTAFF	SUFFIX	Gain # Mana per Enemy Killed	750	750	750	750	750	750	750	750							588
WARSTAFF	SUFFIX	Grants # Life per Enemy Hit	1000	1000	1000	1000											589
WARSTAFF	SUFFIX	Leeches #% of Physical Damage as Life	1000	1000	1000	1000	1000										590
WARSTAFF	SUFFIX	Leeches #% of Physical Damage as Mana	1000	1000	1000	1000	1000										591
TWO HAND MACE	PREFIX	#% increased Elemental Damage with Attacks	500	500	500	500	500	500									592
TWO HAND MACE	PREFIX	#% increased Physical Damage	25	50	100	200	400	1000	1000	1000							593
TWO HAND MACE	PREFIX	#% increased Physical Damage, # to Accuracy Rating	100	200	400	600	1000	1000	1000	1000							594
TWO HAND MACE	PREFIX	# to Accuracy Rating	200	300	600	600	800	800	800	800	800						595
TWO HAND MACE	PREFIX	Adds # to # Cold Damage	80	200	320	480	800	800	800	800	800	800					596
TWO HAND MACE	PREFIX	Adds # to # Fire Damage	120	300	480	720	1200	1200	1200	1200	1200	1200					597
TWO HAND MACE	PREFIX	Adds # to # Lightning Damage	80	200	320	480	800	800	800	800	800	800					598
TWO HAND MACE	PREFIX	Adds # to # Physical Damage	100	200	400	600	1000	1000	1000	1000	1000						599
TWO HAND MACE	SUFFIX	#% increased Attack Speed	100	200	500	500	1000	1000	1000	1000							600
TWO HAND MACE	SUFFIX	# to Accuracy Rating, #% increased Light Radius	1000	1000	1000												601
TWO HAND MACE	SUFFIX	#% increased Stun Duration	1000	1000	1000	1000	1000	1000									602
TWO HAND MACE	SUFFIX	#% reduced Attribute Requirements	1000	1000	1000	1000	1000										603
TWO HAND MACE	SUFFIX	# to Level of all Melee Skills	100	250	500	750	1000										604
TWO HAND MACE	SUFFIX	# to Strength	1000	1000	1000	1000	1000	1000	1000	1000							605
TWO HAND MACE	SUFFIX	#% to Critical Damage Bonus	125	250	500	1000	1000	1000									606
TWO HAND MACE	SUFFIX	#% to Critical Hit Chance	125	250	500	1000	1000	1000									607
TWO HAND MACE	SUFFIX	Causes #% increased Stun Buildup	1000	1000	1000	1000	1000	1000									608
TWO HAND MACE	SUFFIX	Gain # Life per Enemy Killed	750	750	750	750	750	750	750	750							609
TWO HAND MACE	SUFFIX	Gain # Mana per Enemy Killed	750	750	750	750	750	750	750	750							610
TWO HAND MACE	SUFFIX	Grants # Life per Enemy Hit	1000	1000	1000	1000											611
TWO HAND MACE	SUFFIX	Leeches #% of Physical Damage as Life	1000	1000	1000	1000	1000										612
TWO HAND MACE	SUFFIX	Leeches #% of Physical Damage as Mana	1000	1000	1000	1000	1000										613
ONE HAND MACE	PREFIX	#% increased Elemental Damage with Attacks	500	500	500	500	500	500									614
ONE HAND MACE	PREFIX	#% increased Physical Damage	25	50	100	200	400	1000	1000	1000							615
ONE HAND MACE	PREFIX	#% increased Physical Damage, # to Accuracy Rating	100	200	400	600	1000	1000	1000	1000							616
ONE HAND MACE	PREFIX	# to Accuracy Rating	200	300	600	600	800	800	800	800	800						617
ONE HAND MACE	PREFIX	Adds # to # Cold Damage	80	200	320	480	800	800	800	800	800	800					618
ONE HAND MACE	PREFIX	Adds # to # Fire Damage	120	300	480	720	1200	1200	1200	1200	1200	1200					619
ONE HAND MACE	PREFIX	Adds # to # Lightning Damage	80	200	320	480	800	800	800	800	800	800					620
ONE HAND MACE	PREFIX	Adds # to # Physical Damage	100	200	400	600	1000	1000	1000	1000	1000						621
ONE HAND MACE	SUFFIX	#% increased Attack Speed	100	200	500	500	1000	1000	1000	1000							622
ONE HAND MACE	SUFFIX	# to Accuracy Rating, #% increased Light Radius	1000	1000	1000												623
ONE HAND MACE	SUFFIX	#% increased Stun Duration	1000	1000	1000	1000	1000	1000									624
ONE HAND MACE	SUFFIX	#% reduced Attribute Requirements	1000	1000	1000	1000	1000										625
ONE HAND MACE	SUFFIX	# to Level of all Melee Skills	100	250	500	750	1000										626
ONE HAND MACE	SUFFIX	# to Strength	1000	1000	1000	1000	1000	1000	1000	1000							627
ONE HAND MACE	SUFFIX	#% to Critical Damage Bonus	125	250	500	1000	1000	1000									628
ONE HAND MACE	SUFFIX	#% to Critical Hit Chance	125	250	500	1000	1000	1000									629
ONE HAND MACE	SUFFIX	Causes #% increased Stun Buildup	1000	1000	1000	1000	1000	1000									630
ONE HAND MACE	SUFFIX	Gain # Life per Enemy Killed	750	750	750	750	750	750	750	750							631
ONE HAND MACE	SUFFIX	Gain # Mana per Enemy Killed	750	750	750	750	750	750	750	750							632
ONE HAND MACE	SUFFIX	Grants # Life per Enemy Hit	1000	1000	1000	1000											633
ONE HAND MACE	SUFFIX	Leeches #% of Physical Damage as Life	1000	1000	1000	1000	1000										634
ONE HAND MACE	SUFFIX	Leeches #% of Physical Damage as Mana	1000	1000	1000	1000	1000										635
WAND	PREFIX	#% increased Chaos Damage	50	100	200	300	400	500	500	500							636
WAND	PREFIX	#% increased Cold Damage	50	100	200	300	400	500	500	500							637
WAND	PREFIX	#% increased Fire Damage	50	100	200	300	400	500	500	500							638
WAND	PREFIX	#% increased Lightning Damage	50	100	200	300	400	500	500	500							639
WAND	PREFIX	#% increased Spell Damage	50	100	200	400	600	1000	1000	1000							640
WAND	PREFIX	#% increased Spell Damage, # to maximum Mana	100	200	400	600	1000	1000	1000								641
WAND	PREFIX	#% increased Spell Physical Damage	50	100	200	300	400	500	500	500							642
WAND	PREFIX	# to maximum Mana	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000				643
WAND	PREFIX	Gain #% of Damage as Extra Cold Damage	500	500	500	500	500	500									644
WAND	PREFIX	Gain #% of Damage as Extra Fire Damage	500	500	500	500	500	500									645
WAND	PREFIX	Gain #% of Damage as Extra Lightning Damage	500	500	500	500	500	500									646
WAND	SUFFIX	#% increased Cast Speed	250	500	1000	1000	1000	1000	1000								647
WAND	SUFFIX	#% increased Flammability Magnitude	500	500	1000	1000	1000										648
WAND	SUFFIX	#% increased chance to Shock	500	500	1000	1000	1000										649
WAND	SUFFIX	#% increased Critical Hit Chance for Spells	125	250	500	1000	1000	1000									650
WAND	SUFFIX	#% increased Critical Spell Damage Bonus	125	250	500	1000	1000	1000									651
WAND	SUFFIX	#% increased Freeze Buildup	500	500	1000	1000	1000										652
WAND	SUFFIX	#% increased Mana Regeneration Rate, #% increased Light Radius	1000	1000	1000												653
WAND	SUFFIX	#% increased Mana Regeneration Rate	1000	1000	1000	1000	1000	1000									654
WAND	SUFFIX	#% reduced Attribute Requirements	1000	1000	1000	1000	1000										655
WAND	SUFFIX	# to Intelligence	1000	1000	1000	1000	1000	1000	1000	1000							656
WAND	SUFFIX	# to Level of all Chaos Spell Skills	100	250	500	750	1000										657
WAND	SUFFIX	# to Level of all Cold Spell Skills	100	250	500	750	1000										658
WAND	SUFFIX	# to Level of all Fire Spell Skills	100	250	500	750	1000										659
WAND	SUFFIX	# to Level of all Lightning Spell Skills	100	250	500	750	1000										660
WAND	SUFFIX	# to Level of all Physical Spell Skills	100	250	500	750	1000										661
WAND	SUFFIX	# to Level of all Spell Skills	50	100	150	200											662
WAND	SUFFIX	Gain # Life per Enemy Killed	750	750	750	750	750	750	750	750							663
WAND	SUFFIX	Gain # Mana per Enemy Killed	750	750	750	750	750	750	750	750							664
FIRE WAND	PREFIX	#% increased Fire Damage	50	100	200	300	400	500	500	500							665
FIRE WAND	PREFIX	#% increased Spell Damage	50	100	200	400	600	1000	1000	1000							666
FIRE WAND	PREFIX	#% increased Spell Damage, # to maximum Mana	100	200	400	600	1000	1000	1000								667
FIRE WAND	PREFIX	# to maximum Mana	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000				668
FIRE WAND	PREFIX	Gain #% of Damage as Extra Cold Damage	500	500	500	500	500	500									669
FIRE WAND	PREFIX	Gain #% of Damage as Extra Fire Damage	500	500	500	500	500	500									670
FIRE WAND	PREFIX	Gain #% of Damage as Extra Lightning Damage	500	500	500	500	500	500									671
FIRE WAND	SUFFIX	#% increased Cast Speed	250	500	1000	1000	1000	1000	1000								672
FIRE WAND	SUFFIX	#% increased Flammability Magnitude	500	500	1000	1000	1000										673
FIRE WAND	SUFFIX	#% increased Critical Hit Chance for Spells	125	250	500	1000	1000	1000									674
FIRE WAND	SUFFIX	#% increased Critical Spell Damage Bonus	125	250	500	1000	1000	1000									675
FIRE WAND	SUFFIX	#% increased Mana Regeneration Rate, #% increased Light Radius	1000	1000	1000												676
FIRE WAND	SUFFIX	#% increased Mana Regeneration Rate	1000	1000	1000	1000	1000	1000									677
FIRE WAND	SUFFIX	#% reduced Attribute Requirements	1000	1000	1000	1000	1000										678
FIRE WAND	SUFFIX	# to Intelligence	1000	1000	1000	1000	1000	1000	1000	1000							679
FIRE WAND	SUFFIX	# to Level of all Fire Spell Skills	100	250	500	750	1000										680
FIRE WAND	SUFFIX	# to Level of all Spell Skills	50	100	150	200											681
FIRE WAND	SUFFIX	Gain # Life per Enemy Killed	750	750	750	750	750	750	750	750							682
FIRE WAND	SUFFIX	Gain # Mana per Enemy Killed	750	750	750	750	750	750	750	750							683
ICE WAND	PREFIX	#% increased Cold Damage	50	100	200	300	400	500	500	500							684
ICE WAND	PREFIX	#% increased Spell Damage	50	100	200	400	600	1000	1000	1000							685
ICE WAND	PREFIX	#% increased Spell Damage, # to maximum Mana	100	200	400	600	1000	1000	1000								686
ICE WAND	PREFIX	# to maximum Mana	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000				687
ICE WAND	PREFIX	Gain #% of Damage as Extra Cold Damage	500	500	500	500	500	500									688
ICE WAND	PREFIX	Gain #% of Damage as Extra Fire Damage	500	500	500	500	500	500									689
ICE WAND	PREFIX	Gain #% of Damage as Extra Lightning Damage	500	500	500	500	500	500									690
ICE WAND	SUFFIX	#% increased Cast Speed	250	500	1000	1000	1000	1000	1000								691
ICE WAND	SUFFIX	#% increased Freeze Buildup	500	500	1000	1000	1000										692
ICE WAND	SUFFIX	#% increased Critical Hit Chance for Spells	125	250	500	1000	1000	1000									693
ICE WAND	SUFFIX	#% increased Critical Spell Damage Bonus	125	250	500	1000	1000	1000									694
ICE WAND	SUFFIX	#% increased Mana Regeneration Rate, #% increased Light Radius	1000	1000	1000												695
ICE WAND	SUFFIX	#% increased Mana Regeneration Rate	1000	1000	1000	1000	1000	1000									696
ICE WAND	SUFFIX	#% reduced Attribute Requirements	1000	1000	1000	1000	1000										697
ICE WAND	SUFFIX	# to Intelligence	1000	1000	1000	1000	1000	1000	1000	1000							698
ICE WAND	SUFFIX	# to Level of all Cold Spell Skills	100	250	500	750	1000										699
ICE WAND	SUFFIX	# to Level of all Spell Skills	50	100	150	200											700
ICE WAND	SUFFIX	Gain # Life per Enemy Killed	750	750	750	750	750	750	750	750							701
ICE WAND	SUFFIX	Gain # Mana per Enemy Killed	750	750	750	750	750	750	750	750							702
LIGHTNING WAND	PREFIX	#% increased Lightning Damage	50	100	200	300	400	500	500	500							703
LIGHTNING WAND	PREFIX	#% increased Spell Damage	50	100	200	400	600	1000	1000	1000							704
LIGHTNING WAND	PREFIX	#% increased Spell Damage, # to maximum Mana	100	200	400	600	1000	1000	1000								705
LIGHTNING WAND	PREFIX	# to maximum Mana	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000				706
LIGHTNING WAND	PREFIX	Gain #% of Damage as Extra Cold Damage	500	500	500	500	500	500									707
LIGHTNING WAND	PREFIX	Gain #% of Damage as Extra Fire Damage	500	500	500	500	500	500									708
LIGHTNING WAND	PREFIX	Gain #% of Damage as Extra Lightning Damage	500	500	500	500	500	500									709
LIGHTNING WAND	SUFFIX	#% increased Cast Speed	250	500	1000	1000	1000	1000	1000								710
LIGHTNING WAND	SUFFIX	#% increased chance to Shock	500	500	1000	1000	1000										711
LIGHTNING WAND	SUFFIX	#% increased Critical Hit Chance for Spells	125	250	500	1000	1000	1000									712
LIGHTNING WAND	SUFFIX	#% increased Critical Spell Damage Bonus	125	250	500	1000	1000	1000									713
LIGHTNING WAND	SUFFIX	#% increased Mana Regeneration Rate, #% increased Light Radius	1000	1000	1000												714
LIGHTNING WAND	SUFFIX	#% increased Mana Regeneration Rate	1000	1000	1000	1000	1000	1000									715
LIGHTNING WAND	SUFFIX	#% reduced Attribute Requirements	1000	1000	1000	1000	1000										716
LIGHTNING WAND	SUFFIX	# to Intelligence	1000	1000	1000	1000	1000	1000	1000	1000							717
LIGHTNING WAND	SUFFIX	# to Level of all Lightning Spell Skills	100	250	500	750	1000										718
LIGHTNING WAND	SUFFIX	# to Level of all Spell Skills	50	100	150	200											719
LIGHTNING WAND	SUFFIX	Gain # Life per Enemy Killed	750	750	750	750	750	750	750	750							720
LIGHTNING WAND	SUFFIX	Gain # Mana per Enemy Killed	750	750	750	750	750	750	750	750							721
PHYSICAL WAND	PREFIX	#% increased Spell Physical Damage	50	100	200	300	400	500	500	500							722
PHYSICAL WAND	PREFIX	#% increased Spell Damage	50	100	200	400	600	1000	1000	1000							723
PHYSICAL WAND	PREFIX	#% increased Spell Damage, # to maximum Mana	100	200	400	600	1000	1000	1000								724
PHYSICAL WAND	PREFIX	# to maximum Mana	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000				725
PHYSICAL WAND	PREFIX	Gain #% of Damage as Extra Cold Damage	500	500	500	500	500	500									726
PHYSICAL WAND	PREFIX	Gain #% of Damage as Extra Fire Damage	500	500	500	500	500	500									727
PHYSICAL WAND	PREFIX	Gain #% of Damage as Extra Lightning Damage	500	500	500	500	500	500									728
PHYSICAL WAND	SUFFIX	#% increased Cast Speed	250	500	1000	1000	1000	1000	1000								729
PHYSICAL WAND	SUFFIX	#% increased Critical Hit Chance for Spells	125	250	500	1000	1000	1000									730
PHYSICAL WAND	SUFFIX	#% increased Critical Spell Damage Bonus	125	250	500	1000	1000	1000									731
PHYSICAL WAND	SUFFIX	#% increased Mana Regeneration Rate, #% increased Light Radius	1000	1000	1000												732
PHYSICAL WAND	SUFFIX	#% increased Mana Regeneration Rate	1000	1000	1000	1000	1000	1000									733
PHYSICAL WAND	SUFFIX	#% reduced Attribute Requirements	1000	1000	1000	1000	1000										734
PHYSICAL WAND	SUFFIX	# to Intelligence	1000	1000	1000	1000	1000	1000	1000	1000							735
PHYSICAL WAND	SUFFIX	# to Level of all Physical Spell Skills	100	250	500	750	1000										736
PHYSICAL WAND	SUFFIX	# to Level of all Spell Skills	50	100	150	200											737
PHYSICAL WAND	SUFFIX	Gain # Life per Enemy Killed	750	750	750	750	750	750	750	750							738
PHYSICAL WAND	SUFFIX	Gain # Mana per Enemy Killed	750	750	750	750	750	750	750	750							739
CHAOS WAND	PREFIX	#% increased Chaos Damage	50	100	200	300	400	500	500	500							740
CHAOS WAND	PREFIX	#% increased Spell Damage	50	100	200	400	600	1000	1000	1000							741
CHAOS WAND	PREFIX	#% increased Spell Damage, # to maximum Mana	100	200	400	600	1000	1000	1000								742
CHAOS WAND	PREFIX	# to maximum Mana	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000				743
CHAOS WAND	PREFIX	Gain #% of Damage as Extra Cold Damage	500	500	500	500	500	500									744
CHAOS WAND	PREFIX	Gain #% of Damage as Extra Fire Damage	500	500	500	500	500	500									745
CHAOS WAND	PREFIX	Gain #% of Damage as Extra Lightning Damage	500	500	500	500	500	500									746
CHAOS WAND	SUFFIX	#% increased Cast Speed	250	500	1000	1000	1000	1000	1000								747
CHAOS WAND	SUFFIX	#% increased Critical Hit Chance for Spells	125	250	500	1000	1000	1000									748
CHAOS WAND	SUFFIX	#% increased Critical Spell Damage Bonus	125	250	500	1000	1000	1000									749
CHAOS WAND	SUFFIX	#% increased Mana Regeneration Rate, #% increased Light Radius	1000	1000	1000												750
CHAOS WAND	SUFFIX	#% increased Mana Regeneration Rate	1000	1000	1000	1000	1000	1000									751
CHAOS WAND	SUFFIX	#% reduced Attribute Requirements	1000	1000	1000	1000	1000										752
CHAOS WAND	SUFFIX	# to Intelligence	1000	1000	1000	1000	1000	1000	1000	1000							753
CHAOS WAND	SUFFIX	# to Level of all Chaos Spell Skills	100	250	500	750	1000										754
CHAOS WAND	SUFFIX	# to Level of all Spell Skills	50	100	150	200											755
CHAOS WAND	SUFFIX	Gain # Life per Enemy Killed	750	750	750	750	750	750	750	750							756
CHAOS WAND	SUFFIX	Gain # Mana per Enemy Killed	750	750	750	750	750	750	750	750							757
STAFF	PREFIX	#% increased Chaos Damage	50	100	200	300	400	500	500	500							758
STAFF	PREFIX	#% increased Cold Damage	50	100	200	300	400	500	500	500							759
STAFF	PREFIX	#% increased Fire Damage	50	100	200	300	400	500	500	500							760
STAFF	PREFIX	#% increased Lightning Damage	50	100	200	300	400	500	500	500							761
STAFF	PREFIX	#% increased Spell Damage	50	100	200	400	600	1000	1000	1000							762
STAFF	PREFIX	#% increased Spell Damage, # to maximum Mana	100	200	400	600	1000	1000	1000								763
STAFF	PREFIX	#% increased Spell Physical Damage	50	100	200	300	400	500	500	500							764
STAFF	PREFIX	# to maximum Mana	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000				765
STAFF	PREFIX	Gain #% of Damage as Extra Cold Damage	500	500	500	500	500	500									766
STAFF	PREFIX	Gain #% of Damage as Extra Fire Damage	500	500	500	500	500	500									767
STAFF	PREFIX	Gain #% of Damage as Extra Lightning Damage	500	500	500	500	500	500									768
STAFF	SUFFIX	#% increased Cast Speed	250	500	1000	1000	1000	1000	1000								769
STAFF	SUFFIX	#% increased Flammability Magnitude	500	500	1000	1000	1000										770
STAFF	SUFFIX	#% increased chance to Shock	500	500	1000	1000	1000										771
STAFF	SUFFIX	#% increased Critical Hit Chance for Spells	125	250	500	1000	1000	1000									772
STAFF	SUFFIX	#% increased Critical Spell Damage Bonus	125	250	500	1000	1000	1000									773
STAFF	SUFFIX	#% increased Freeze Buildup	500	500	1000	1000	1000										774
STAFF	SUFFIX	#% increased Mana Regeneration Rate, #% increased Light Radius	1000	1000	1000												775
STAFF	SUFFIX	#% increased Mana Regeneration Rate	1000	1000	1000	1000	1000	1000									776
STAFF	SUFFIX	#% reduced Attribute Requirements	1000	1000	1000	1000	1000										777
STAFF	SUFFIX	# to Intelligence	1000	1000	1000	1000	1000	1000	1000	1000							778
STAFF	SUFFIX	# to Level of all Chaos Spell Skills	100	250	500	750	1000										779
STAFF	SUFFIX	# to Level of all Cold Spell Skills	100	250	500	750	1000										780
STAFF	SUFFIX	# to Level of all Fire Spell Skills	100	250	500	750	1000										781
STAFF	SUFFIX	# to Level of all Lightning Spell Skills	100	250	500	750	1000										782
STAFF	SUFFIX	# to Level of all Physical Spell Skills	100	250	500	750	1000										783
STAFF	SUFFIX	# to Level of all Spell Skills	50	100	150	200											784
STAFF	SUFFIX	Gain # Life per Enemy Killed	750	750	750	750	750	750	750	750							785
STAFF	SUFFIX	Gain # Mana per Enemy Killed	750	750	750	750	750	750	750	750							786
FIRE STAFF	PREFIX	#% increased Fire Damage	50	100	200	300	400	500	500	500							787
FIRE STAFF	PREFIX	#% increased Spell Damage	50	100	200	400	600	1000	1000	1000							788
FIRE STAFF	PREFIX	#% increased Spell Damage, # to maximum Mana	100	200	400	600	1000	1000	1000								789
FIRE STAFF	PREFIX	# to maximum Mana	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000				790
FIRE STAFF	PREFIX	Gain #% of Damage as Extra Cold Damage	500	500	500	500	500	500									791
FIRE STAFF	PREFIX	Gain #% of Damage as Extra Fire Damage	500	500	500	500	500	500									792
FIRE STAFF	PREFIX	Gain #% of Damage as Extra Lightning Damage	500	500	500	500	500	500									793
FIRE STAFF	SUFFIX	#% increased Cast Speed	250	500	1000	1000	1000	1000	1000								794
FIRE STAFF	SUFFIX	#% increased Flammability Magnitude	500	500	1000	1000	1000										795
FIRE STAFF	SUFFIX	#% increased Critical Hit Chance for Spells	125	250	500	1000	1000	1000									796
FIRE STAFF	SUFFIX	#% increased Critical Spell Damage Bonus	125	250	500	1000	1000	1000									797
FIRE STAFF	SUFFIX	#% increased Mana Regeneration Rate, #% increased Light Radius	1000	1000	1000												798
FIRE STAFF	SUFFIX	#% increased Mana Regeneration Rate	1000	1000	1000	1000	1000	1000									799
FIRE STAFF	SUFFIX	#% reduced Attribute Requirements	1000	1000	1000	1000	1000										800
FIRE STAFF	SUFFIX	# to Intelligence	1000	1000	1000	1000	1000	1000	1000	1000							801
FIRE STAFF	SUFFIX	# to Level of all Fire Spell Skills	100	250	500	750	1000										802
FIRE STAFF	SUFFIX	# to Level of all Spell Skills	50	100	150	200											803
FIRE STAFF	SUFFIX	Gain # Life per Enemy Killed	750	750	750	750	750	750	750	750							804
FIRE STAFF	SUFFIX	Gain # Mana per Enemy Killed	750	750	750	750	750	750	750	750							805
ICE STAFF	PREFIX	#% increased Cold Damage	50	100	200	300	400	500	500	500							806
ICE STAFF	PREFIX	#% increased Spell Damage	50	100	200	400	600	1000	1000	1000							807
ICE STAFF	PREFIX	#% increased Spell Damage, # to maximum Mana	100	200	400	600	1000	1000	1000								808
ICE STAFF	PREFIX	# to maximum Mana	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000				809
ICE STAFF	PREFIX	Gain #% of Damage as Extra Cold Damage	500	500	500	500	500	500									810
ICE STAFF	PREFIX	Gain #% of Damage as Extra Fire Damage	500	500	500	500	500	500									811
ICE STAFF	PREFIX	Gain #% of Damage as Extra Lightning Damage	500	500	500	500	500	500									812
ICE STAFF	SUFFIX	#% increased Cast Speed	250	500	1000	1000	1000	1000	1000								813
ICE STAFF	SUFFIX	#% increased Freeze Buildup	500	500	1000	1000	1000										814
ICE STAFF	SUFFIX	#% increased Critical Hit Chance for Spells	125	250	500	1000	1000	1000									815
ICE STAFF	SUFFIX	#% increased Critical Spell Damage Bonus	125	250	500	1000	1000	1000									816
ICE STAFF	SUFFIX	#% increased Mana Regeneration Rate, #% increased Light Radius	1000	1000	1000												817
ICE STAFF	SUFFIX	#% increased Mana Regeneration Rate	1000	1000	1000	1000	1000	1000									818
ICE STAFF	SUFFIX	#% reduced Attribute Requirements	1000	1000	1000	1000	1000										819
ICE STAFF	SUFFIX	# to Intelligence	1000	1000	1000	1000	1000	1000	1000	1000							820
ICE STAFF	SUFFIX	# to Level of all Cold Spell Skills	100	250	500	750	1000										821
ICE STAFF	SUFFIX	# to Level of all Spell Skills	50	100	150	200											822
ICE STAFF	SUFFIX	Gain # Life per Enemy Killed	750	750	750	750	750	750	750	750							823
ICE STAFF	SUFFIX	Gain # Mana per Enemy Killed	750	750	750	750	750	750	750	750							824
LIGHTNING STAFF	PREFIX	#% increased Lightning Damage	50	100	200	300	400	500	500	500							825
LIGHTNING STAFF	PREFIX	#% increased Spell Damage	50	100	200	400	600	1000	1000	1000							826
LIGHTNING STAFF	PREFIX	#% increased Spell Damage, # to maximum Mana	100	200	400	600	1000	1000	1000								827
LIGHTNING STAFF	PREFIX	# to maximum Mana	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000				828
LIGHTNING STAFF	PREFIX	Gain #% of Damage as Extra Cold Damage	500	500	500	500	500	500									829
LIGHTNING STAFF	PREFIX	Gain #% of Damage as Extra Fire Damage	500	500	500	500	500	500									830
LIGHTNING STAFF	PREFIX	Gain #% of Damage as Extra Lightning Damage	500	500	500	500	500	500									831
LIGHTNING STAFF	SUFFIX	#% increased Cast Speed	250	500	1000	1000	1000	1000	1000								832
LIGHTNING STAFF	SUFFIX	#% increased chance to Shock	500	500	1000	1000	1000										833
LIGHTNING STAFF	SUFFIX	#% increased Critical Hit Chance for Spells	125	250	500	1000	1000	1000									834
LIGHTNING STAFF	SUFFIX	#% increased Critical Spell Damage Bonus	125	250	500	1000	1000	1000									835
LIGHTNING STAFF	SUFFIX	#% increased Mana Regeneration Rate, #% increased Light Radius	1000	1000	1000												836
LIGHTNING STAFF	SUFFIX	#% increased Mana Regeneration Rate	1000	1000	1000	1000	1000	1000									837
LIGHTNING STAFF	SUFFIX	#% reduced Attribute Requirements	1000	1000	1000	1000	1000										838
LIGHTNING STAFF	SUFFIX	# to Intelligence	1000	1000	1000	1000	1000	1000	1000	1000							839
